,Unnamed: 0,OFFENCE_FINYEAR,OFFENCE_MONTH,OFFENCE_CODE,OFFENCE_DESC,LEGISLATION,SECTION_CLAUSE,FACE_VALUE,CAMERA_IND,CAMERA_TYPE,LOCATION_CODE,LOCATION_DETAILS,SCHOOL_ZONE_IND,SPEED_BAND,SPEED_IND,POINT_TO_POINT_IND,RED_LIGHT_CAMERA_IND,SPEED_CAMERA_IND,SEATBELT_IND,MOBILE_PHONE_IND,PARKING_IND,CINS_IND,FOOD_IND,BICYCLE_TOY_ETC_IND,TOTAL_NUMBER,TOTAL_VALUE
116847,180878,2017-2018,01/07/2017,83229,Motor vehicle exceed speed limit - 10 km/h and under - Camera recorded - Individual,ROAD RULES 2014,20,346,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,4,1384
116861,180896,2014-2015,01/08/2014,74703,Exceed speed limit over 10km/h - Camera Detected,ROAD RULES 2008,20,254,Y,Red Light / Speed Camera,7254.0,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,17,4318
116888,180931,2015-2016,01/07/2015,83180,Motor vehicle exceed speed limit - over 10 km/h - Camera recorded - Individual,ROAD RULES 2014,20,446,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,1,446
116902,180953,2016-2017,01/11/2016,82950,Motor vehicle exceed speed limit - over 10 km/h - Camera recorded - Individual,ROAD RULES 2014,20,265,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,23,6095
116906,180958,2016-2017,01/05/2017,82957,Motor vehicle exceed speed limit - 10 km/h and under - School Zone - Camera recorded - Individual,ROAD RULES 2014,20,189,Y,Red Light / Speed Camera,7254.0,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,Y,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,48,9072
116907,180959,2017-2018,01/10/2017,83491,Proceed through red traffic arrow - Camera recorded - Individual,ROAD RULES 2014,60,439,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,NOT STOP AT RED LIGHT,,,Y,,,,,,,,22,9658
116964,181033,2015-2016,01/05/2016,82950,Motor vehicle exceed speed limit - over 10 km/h - Camera recorded - Individual,ROAD RULES 2014,20,260,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,31,8060
116971,181042,2014-2015,01/03/2015,83063,Motor vehicle exceed speed limit - 10 km/h and under - Camera recorded - Individual,ROAD RULES 2014,20,109,Y,Fixed Digital Speed Camera,9655.0,LANE COVE TUNNEL LANE COVE EASTBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,241,26269
116986,181060,2017-2018,01/11/2017,82792,Drive in bus lane - Camera recorded - Individual,ROAD RULES 2014,154(1),330,Y,Fixed Digital Bus Lane Camera,8466.0,EPPING ROAD LANE COVE EASTBOUND,,,,,,,,,,,,,3,990
117030,181122,2016-2017,01/05/2017,82957,Motor vehicle exceed speed limit - 10 km/h and under - School Zone - Camera recorded - Individual,ROAD RULES 2014,20,189,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,240,45360
117041,181136,2015-2016,01/08/2015,83492,Proceed through red traffic arrow - School zone - Camera recorded - Individual,ROAD RULES 2014,60,531,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,NOT STOP AT RED LIGHT,,,Y,,,,,,,,6,3186
117043,181139,2012-2013,01/06/2013,24732,Proceed through red traffic light - Camera Detected - School Zone - Corporation,ROAD RULES 2008,59(1),2480,Y,Red Light / Speed Camera,7254.0,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,Y,NOT STOP AT RED LIGHT,,,Y,,,,,,,,1,2480
117048,181145,2016-2017,01/01/2017,33063,Motor vehicle exceed speed limit - 10 km/h and under - Camera recorded - Corporation,ROAD RULES 2014,20,570,Y,Red Light / Speed Camera,7254.0,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,1,570
117119,181249,2014-2015,01/07/2014,74703,Exceed speed limit over 10km/h - Camera Detected,ROAD RULES 2008,20,254,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,98,24892
117121,181251,2014-2015,01/05/2015,83063,Motor vehicle exceed speed limit - 10 km/h and under - Camera recorded - Individual,ROAD RULES 2014,20,109,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,44,4796
117138,181273,2011-2012,01/06/2012,74711,Exceed speed limit 10 km/h and under - Camera Detected,ROAD RULES 2008,20,278,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,3,834
117191,181350,2014-2015,01/02/2015,33063,Motor vehicle exceed speed limit - 10 km/h and under - Camera recorded - Corporation,ROAD RULES 2014,20,545,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,5,2725
117270,181446,2015-2016,01/07/2015,83063,Motor vehicle exceed speed limit - 10 km/h and under - Camera recorded - Individual,ROAD RULES 2014,20,112,Y,Fixed Digital Speed Camera,9550.0,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,130,14560
117319,181510,2015-2016,01/04/2016,83491,Proceed through red traffic arrow - Camera recorded - Individual,ROAD RULES 2014,60,425,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,NOT STOP AT RED LIGHT,,,Y,,,,,,,,40,17000
117328,181521,2016-2017,01/10/2016,82995,Motor vehicle exceed speed limit - over 20 km/h - Camera recorded - Individual,ROAD RULES 2014,20,455,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,EXCEED SPEED OVER 20KM/H,Y,,,Y,,,,,,,1,455
117370,181580,2013-2014,01/03/2014,74732,Proceed through red traffic light - Camera Detected - School Zone - Individual,ROAD RULES 2008,59(1),506,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,NOT STOP AT RED LIGHT,,,Y,,,,,,,,2,1012
117418,181644,2013-2014,01/05/2014,74703,Exceed speed limit over 10km/h - Camera Detected,ROAD RULES 2008,20,248,Y,Fixed Digital Speed Camera,9655.0,LANE COVE TUNNEL LANE COVE EASTBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,250,62000
117461,181694,2014-2015,01/12/2014,82960,Motor vehicle exceed speed limit - over 30 km/h - Camera recorded - Individual,ROAD RULES 2014,20,835,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,EXCEED SPEED OVER 30KM/H,Y,,,Y,,,,,,,1,835
117477,181716,2014-2015,01/02/2015,32957,Motor vehicle exceed speed limit - 10 km/h and under - School Zone - Camera recorded - Corporation,ROAD RULES 2014,20,910,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,8,7280
117481,181721,2017-2018,01/08/2017,32792,Drive in bus lane - Camera recorded - Corporation,ROAD RULES 2014,154(1),1650,Y,Fixed Digital Bus Lane Camera,8468.0,EPPING ROAD LANE COVE WESTBOUND,,,,,,,,,,,,,1,1650
117517,181765,2017-2018,01/09/2017,33093,Motor vehicle exceed speed limit - over 45 km/h - Camera recorded - Corporation,ROAD RULES 2014,20,11920,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED 45KM/H OR OVER,Y,,,Y,,,,,,,1,11920
117564,181861,2016-2017,01/10/2016,82950,Motor vehicle exceed speed limit - over 10 km/h - Camera recorded - Individual,ROAD RULES 2014,20,265,Y,Red Light / Speed Camera,7254.0,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,11,2915
117627,182126,2013-2014,01/01/2014,24703,Exceed speed limit over 10km/h - Camera Detected,ROAD RULES 2008,20,1240,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,5,6200
117632,182147,2016-2017,01/01/2017,33063,Motor vehicle exceed speed limit - 10 km/h and under - Camera recorded - Corporation,ROAD RULES 2014,20,570,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,3,1710
117634,182150,2016-2017,01/04/2017,83063,Motor vehicle exceed speed limit - 10 km/h and under - Camera recorded - Individual,ROAD RULES 2014,20,114,Y,Mobile Digital Speed Camera,22900.0,MOWBRAY ROAD LANE COVE NORTH EASTBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,3,342
117666,182245,2016-2017,01/09/2016,82960,Motor vehicle exceed speed limit - over 30 km/h - Camera recorded - Individual,ROAD RULES 2014,20,872,Y,Fixed Digital Speed Camera,9655.0,LANE COVE TUNNEL LANE COVE EASTBOUND,,EXCEED SPEED OVER 30KM/H,Y,,,Y,,,,,,,6,5232
117684,182300,2015-2016,01/09/2015,82957,Motor vehicle exceed speed limit - 10 km/h and under - School Zone - Camera recorded - Individual,ROAD RULES 2014,20,186,Y,Red Light / Speed Camera,7254.0,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,Y,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,32,5952
117753,182467,2014-2015,01/02/2015,82995,Motor vehicle exceed speed limit - over 20 km/h - Camera recorded - Individual,ROAD RULES 2014,20,436,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,EXCEED SPEED OVER 20KM/H,Y,,,Y,,,,,,,3,1308
117937,182792,2016-2017,01/10/2016,83406,Proceed through red traffic light - Camera recorded - Individual,ROAD RULES 2014,59(1),433,Y,Red Light / Speed Camera,7254.0,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,NOT STOP AT RED LIGHT,,,Y,,,,,,,,55,23815
117971,182850,2017-2018,01/09/2017,82792,Drive in bus lane - Camera recorded - Individual,ROAD RULES 2014,154(1),330,Y,Fixed Digital Bus Lane Camera,8468.0,EPPING ROAD LANE COVE WESTBOUND,,,,,,,,,,,,,27,8910
117981,182864,2017-2018,01/09/2017,83162,Motor vehicle exceed speed limit - 10 km/h and under - Camera recorded - Individual,ROAD RULES 2014,20,346,Y,Fixed Digital Speed Camera,9655.0,LANE COVE TUNNEL LANE COVE EASTBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,1,346
118017,182932,2015-2016,01/08/2015,33063,Motor vehicle exceed speed limit - 10 km/h and under - Camera recorded - Corporation,ROAD RULES 2014,20,560,Y,Fixed Digital Speed Camera,9655.0,LANE COVE TUNNEL LANE COVE EASTBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,3,1680
118048,182985,2016-2017,01/02/2017,82950,Motor vehicle exceed speed limit - over 10 km/h - Camera recorded - Individual,ROAD RULES 2014,20,265,Y,Red Light / Speed Camera,7297.0,EPPING ROAD LANE COVE WESTBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,5,1325
118262,183311,2014-2015,01/05/2015,83406,Proceed through red traffic light - Camera recorded - Individual,ROAD RULES 2014,59(1),415,Y,Red Light / Speed Camera,7254.0,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,NOT STOP AT RED LIGHT,,,Y,,,,,,,,67,27805
118277,183333,2016-2017,01/12/2016,82950,Motor vehicle exceed speed limit - over 10 km/h - Camera recorded - Individual,ROAD RULES 2014,20,265,Y,Red Light / Speed Camera,7297.0,EPPING ROAD LANE COVE WESTBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,11,2915
118305,183376,2013-2014,01/11/2013,74703,Exceed speed limit over 10km/h - Camera Detected,ROAD RULES 2008,20,248,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,29,7192
118348,183446,2016-2017,01/08/2016,82950,Motor vehicle exceed speed limit - over 10 km/h - Camera recorded - Individual,ROAD RULES 2014,20,265,Y,Red Light / Speed Camera,7297.0,EPPING ROAD LANE COVE WESTBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,22,5830
118364,183469,2014-2015,01/07/2014,24701,Exceed speed limit 10km/h and under - Camera Detected,ROAD RULES 2008,20,545,Y,Fixed Digital Speed Camera,9655.0,LANE COVE TUNNEL LANE COVE EASTBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,1,545
118367,183476,2016-2017,01/01/2017,82950,Motor vehicle exceed speed limit - over 10 km/h - Camera recorded - Individual,ROAD RULES 2014,20,265,Y,Red Light / Speed Camera,7254.0,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,8,2120
118377,183493,2012-2013,01/10/2012,74711,Exceed speed limit 10 km/h and under - Camera Detected,ROAD RULES 2008,20,313,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,2,626
118408,183543,2013-2014,01/07/2013,24703,Exceed speed limit over 10km/h - Camera Detected,ROAD RULES 2008,20,1240,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,2,2480
118516,183691,2014-2015,01/08/2014,74701,Exceed speed limit 10km/h and under - Camera Detected,ROAD RULES 2008,20,109,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,22,2398
118523,183701,2017-2018,01/07/2017,83063,Motor vehicle exceed speed limit - 10 km/h and under - Camera recorded - Individual,ROAD RULES 2014,20,116,Y,Red Light / Speed Camera,7297.0,EPPING ROAD LANE COVE WESTBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,83,9628
118527,183705,2012-2013,01/07/2012,74701,Exceed speed limit 10km/h and under - Camera Detected,ROAD RULES 2008,20,105,Y,Fixed Digital Speed Camera,9550.0,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,137,14385
118536,183718,2013-2014,01/12/2013,24703,Exceed speed limit over 10km/h - Camera Detected,ROAD RULES 2008,20,1240,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,4,4960
118544,183730,2017-2018,01/09/2017,32950,Motor vehicle exceed speed limit - over 10 km/h - Camera recorded - Corporation,ROAD RULES 2014,20,1345,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,33,44385
118618,183837,2014-2015,01/05/2015,82995,Motor vehicle exceed speed limit - over 20 km/h - Camera recorded - Individual,ROAD RULES 2014,20,436,Y,Fixed Digital Speed Camera,9655.0,LANE COVE TUNNEL LANE COVE EASTBOUND,,EXCEED SPEED OVER 20KM/H,Y,,,Y,,,,,,,60,26160
118624,183845,2014-2015,01/10/2014,74705,Exceed speed limit over 20km/h - Camera Detected,ROAD RULES 2008,20,436,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED OVER 20KM/H,Y,,,Y,,,,,,,13,5668
118649,183879,2013-2014,01/01/2014,74735,Drive in bus lane - Camera Detected - Individual,ROAD RULES 2008,154(1),304,Y,Fixed Digital Bus Lane Camera,8466.0,EPPING ROAD LANE COVE EASTBOUND,,,,,,,,,,,,,3,912
118729,184003,2013-2014,01/04/2014,74732,Proceed through red traffic light - Camera Detected - School Zone - Individual,ROAD RULES 2008,59(1),506,Y,Red Light / Speed Camera,7254.0,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,Y,NOT STOP AT RED LIGHT,,,Y,,,,,,,,3,1518
118806,184115,2015-2016,01/03/2016,83063,Motor vehicle exceed speed limit - 10 km/h and under - Camera recorded - Individual,ROAD RULES 2014,20,112,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,739,82768
118816,184132,2012-2013,01/10/2012,74723,Exceed speed limit over 10 km/h - Camera Detected,ROAD RULES 2008,20,417,Y,Fixed Digital Speed Camera,9550.0,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,1,417
118865,184201,2015-2016,01/05/2016,83063,Motor vehicle exceed speed limit - 10 km/h and under - Camera recorded - Individual,ROAD RULES 2014,20,112,Y,Fixed Digital Speed Camera,9655.0,LANE COVE TUNNEL LANE COVE EASTBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,289,32368
118887,184228,2015-2016,01/12/2015,83406,Proceed through red traffic light - Camera recorded - Individual,ROAD RULES 2014,59(1),425,Y,Red Light / Speed Camera,7297.0,EPPING ROAD LANE COVE WESTBOUND,,NOT STOP AT RED LIGHT,,,Y,,,,,,,,109,46325
118900,184250,2016-2017,01/11/2016,32995,Motor vehicle exceed speed limit - over 20 km/h - Camera recorded - Corporation,ROAD RULES 2014,20,2275,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED OVER 20KM/H,Y,,,Y,,,,,,,2,4550
118952,184330,2014-2015,01/01/2015,83063,Motor vehicle exceed speed limit - 10 km/h and under - Camera recorded - Individual,ROAD RULES 2014,20,109,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,37,4033
118953,184332,2017-2018,01/07/2017,83406,Proceed through red traffic light - Camera recorded - Individual,ROAD RULES 2014,59(1),439,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,NOT STOP AT RED LIGHT,,,Y,,,,,,,,109,47851
118973,184362,2016-2017,01/10/2016,33063,Motor vehicle exceed speed limit - 10 km/h and under - Camera recorded - Corporation,ROAD RULES 2014,20,570,Y,Fixed Digital Speed Camera,9655.0,LANE COVE TUNNEL LANE COVE EASTBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,4,2280
119022,184427,2016-2017,01/07/2016,83180,Motor vehicle exceed speed limit - over 10 km/h - Camera recorded - Individual,ROAD RULES 2014,20,455,Y,Fixed Digital Speed Camera,9655.0,LANE COVE TUNNEL LANE COVE EASTBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,1,455
119038,184446,2017-2018,01/07/2017,83180,Motor vehicle exceed speed limit - over 10 km/h - Camera recorded - Individual,ROAD RULES 2014,20,462,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,4,1848
119074,184499,2014-2015,01/04/2015,82950,Motor vehicle exceed speed limit - over 10 km/h - Camera recorded - Individual,ROAD RULES 2014,20,254,Y,Fixed Digital Speed Camera,9655.0,LANE COVE TUNNEL LANE COVE EASTBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,226,57404
119078,184504,2016-2017,01/10/2016,83229,Motor vehicle exceed speed limit - 10 km/h and under - Camera recorded - Individual,ROAD RULES 2014,20,341,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,1,341
119085,184511,2017-2018,01/08/2017,83063,Motor vehicle exceed speed limit - 10 km/h and under - Camera recorded - Individual,ROAD RULES 2014,20,116,Y,Red Light / Speed Camera,7297.0,EPPING ROAD LANE COVE WESTBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,52,6032
119090,184518,2016-2017,01/08/2016,83039,Motor vehicle exceed speed limit - over 20 km/h - School Zone - Camera recorded - Individual,ROAD RULES 2014,20,568,Y,Red Light / Speed Camera,7254.0,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,Y,EXCEED SPEED OVER 20KM/H,Y,,,Y,,,,,,,3,1704
119113,184548,2015-2016,01/07/2015,83154,Motor vehicle exceed speed limit - over 10 km/h - Camera recorded - Individual,ROAD RULES 2014,20,446,Y,Fixed Digital Speed Camera,9655.0,LANE COVE TUNNEL LANE COVE EASTBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,1,446
119140,184578,2012-2013,01/06/2013,74701,Exceed speed limit 10km/h and under - Camera Detected,ROAD RULES 2008,20,105,Y,Fixed Digital Speed Camera,9655.0,LANE COVE TUNNEL LANE COVE EASTBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,158,16590
119186,184635,2017-2018,01/08/2017,83229,Motor vehicle exceed speed limit - 10 km/h and under - Camera recorded - Individual,ROAD RULES 2014,20,346,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,1,346
119278,184761,2017-2018,01/10/2017,33180,Motor vehicle exceed speed limit - over 10 km/h - Camera recorded - Corporation,ROAD RULES 2014,20,2310,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,1,2310
119303,184790,2014-2015,01/07/2014,74732,Proceed through red traffic light - Camera Detected - School Zone - Individual,ROAD RULES 2008,59(1),519,Y,Red Light / Speed Camera,7254.0,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,Y,NOT STOP AT RED LIGHT,,,Y,,,,,,,,1,519
119319,184811,2015-2016,01/07/2015,82950,Motor vehicle exceed speed limit - over 10 km/h - Camera recorded - Individual,ROAD RULES 2014,20,260,Y,Red Light / Speed Camera,7254.0,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,5,1300
119329,184826,2015-2016,01/07/2015,83093,Motor vehicle exceed speed limit - over 45 km/h - Camera recorded - Individual,ROAD RULES 2014,20,2306,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED 45KM/H OR OVER,Y,,,Y,,,,,,,2,4612
119406,184927,2015-2016,01/05/2016,82950,Motor vehicle exceed speed limit - over 10 km/h - Camera recorded - Individual,ROAD RULES 2014,20,260,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,556,144560
119492,185044,2017-2018,01/11/2017,32995,Motor vehicle exceed speed limit - over 20 km/h - Camera recorded - Corporation,ROAD RULES 2014,20,2310,Y,Fixed Digital Speed Camera,9655.0,LANE COVE TUNNEL LANE COVE EASTBOUND,,EXCEED SPEED OVER 20KM/H,Y,,,Y,,,,,,,7,16170
119526,185087,2013-2014,01/05/2014,74735,Drive in bus lane - Camera Detected - Individual,ROAD RULES 2008,154(1),304,Y,Fixed Digital Bus Lane Camera,8468.0,EPPING ROAD LANE COVE WESTBOUND,,,,,,,,,,,,,32,9728
119554,185125,2014-2015,01/05/2015,32792,Drive in bus lane - Camera recorded - Corporation,ROAD RULES 2014,154(1),1555,Y,Fixed Digital Bus Lane Camera,8466.0,EPPING ROAD LANE COVE EASTBOUND,,,,,,,,,,,,,1,1555
119556,185127,2015-2016,01/01/2016,82960,Motor vehicle exceed speed limit - over 30 km/h - Camera recorded - Individual,ROAD RULES 2014,20,855,Y,Fixed Digital Speed Camera,9655.0,LANE COVE TUNNEL LANE COVE EASTBOUND,,EXCEED SPEED OVER 30KM/H,Y,,,Y,,,,,,,5,4275
119557,185130,2012-2013,01/11/2012,24701,Exceed speed limit 10km/h and under - Camera Detected,ROAD RULES 2008,20,525,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,8,4200
119578,185159,2016-2017,01/06/2017,33063,Motor vehicle exceed speed limit - 10 km/h and under - Camera recorded - Corporation,ROAD RULES 2014,20,570,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,12,6840
119607,185201,2014-2015,01/02/2015,82950,Motor vehicle exceed speed limit - over 10 km/h - Camera recorded - Individual,ROAD RULES 2014,20,254,Y,Fixed Digital Speed Camera,9550.0,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,20,5080
119637,185232,2017-2018,01/08/2017,83154,Motor vehicle exceed speed limit - over 10 km/h - Camera recorded - Individual,ROAD RULES 2014,20,462,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,2,924
119712,185326,2016-2017,01/03/2017,82950,Motor vehicle exceed speed limit - over 10 km/h - Camera recorded - Individual,ROAD RULES 2014,20,265,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,382,101230
